"","Year","Area","Session","Chair","Title","Authors","Abstract"
"4264",2012,"Poster","Poster Madness: Modeling Methods and Applications","Orianne Mazemondet (Humboldt University Berlin)","Agent Based Framework For Avatar Interactions In An Adaptive Virtual World Game Environment  ","Shalini Chauhan (North Carolina State University)","In times like ours, various behavior-related disease and disorders have emerged with exponentially increasing chronic patients and stressful new age lifestyles. While healthcare facilities brace up for shortage of  healthcare staff, radical changes are needed from current treatment programs in the form of more structured treatments. Strategies involving sudden lifestyle changes  such as strict adherence to tight diet control or intensive exercise regimen can lead to further stress and impact patient motivation. To tackle this problem, our research involves integrating technologies like Avatar based Virtual Worlds (VW), real-time skeletal tracking with Microsoft Kinect and explores the idea of improving interactions between healthcare practitioners and patients using avatars allowing anonymity and continuous participation in the treatment. To model this complex environment with different role-playing entities, we have developed an Agent based Framework, allowing application based preferences and priorities to be analyzed in allocating network resources and studying traffic interaction optimizations."
"4265",2012,"Poster","Poster Madness: Modeling Methods and Applications","Orianne Mazemondet (Humboldt University Berlin)","Spatial Simulation of Actin Filament Dynamics on Structured Surfaces  ","Arne T. Bittig and Adelinde M. Uhrmacher (University of Rostock)","We develop a simple model of actin filament growth in bone cells comprising integrin receptors, actin molecules able to form chains and cofilin molecules destroying chains. The model is expressed in the ML-Space modeling language and simulated using a particle-based approach. We find the model to be a promising starting point in reproducing in silico experimentally observed filament growth behavior of bone cells on different surface structures."
"4266",2012,"Poster","Poster Madness: Modeling Methods and Applications","Orianne Mazemondet (Humboldt University Berlin)","GPU-Based Simulation of Wireless Body Sensor Networks  ","Dion Paul and Hongmei Chi (Florida A&M University)","Recent technology-driven innovations, such as the body sensor network (BSN), provide an example of a medical device that assists in maintaining and improving the health status of a single user, or even multiple patients in a hospital ward.  It is useful to simulate a BSN before manufacture and deployment to address usability, power consumption, communication channel, bandwidth limitations, and interference issues. The purpose of this project is to use high performance computing hardware to investigate energy consumption and communication channel issues for the BSN model. The graphics processing unit (GPU) is adopted to simulate the operation of the BSN model, which is comprised of MATLAB, Simulink, and CUDA code.  This poster describes the development and evaluation of a body sensor network model, for acquiring and reporting the vital sign data for a single user in a simulated health monitoring scenario."
"4267",2012,"Poster","Poster Madness: Modeling Methods and Applications","Orianne Mazemondet (Humboldt University Berlin)","Modeling and Simulation of Agents and their Environment using Multi-Level-DEVS  ","Alexander Steiniger (University of Rostock)","Environments play an important role in multi-agent systems. They present the context agents operate in.
When testing multi-agent systems by simulation, the environment and partly agents have to be modeled. We
explore the potential of Multi-Level-DEVS to serve as a modeling formalism for agents, their environment,
and the interaction between them. Multi-Level-DEVS combines a modular, hierarchical modeling with
variable structures, dynamic interfaces, and explicit means for describing up- and downward causation
between different levels of the compositional hierarchy. The modeling in Multi-Level-DEVS emphasizes
the role of the environment to provide information for and enforce constrains on the situated agents. A
smart meeting room scenario is modeled, and an approach aimed at recognizing user activities in smart
environments is tested and evaluated in a simulation study."
"4268",2012,"Poster","Poster Madness: Modeling Methods and Applications","Orianne Mazemondet (Humboldt University Berlin)","Getting the most out of an international diffusion model through evolutionary programming.  ","Chris Swinerd and Ken McNaught (Cranfield University)","The use of an evolutionary programming approach called differential evolution for configuring a simulation model is described. Designed to simulate the international diffusion of technology, the simulation model has eight bounded configuration parameters, six continuous and two discrete. The performance of the model is measured using the non-parametric rank order correlation of simulated versus actual year of national adoption of the technology in question. Results show that, with one exception, the best performing configurations identified for simulating the international diffusion of nine technologies compare favorably with a range of published works on diffusion and specifically the international diffusion process. The comparison provides some validation for the model and for the utility of differential evolution as a method for the heuristic search of simulation parameters. The paper can be viewed as a case study in differential evolution applied to finding good quality configurations of a simulation model."
"4269",2012,"Poster","Poster Madness: Modeling Methods and Applications","Orianne Mazemondet (Humboldt University Berlin)","MWGrid: Distributed Agent-based Simulation in the  Digital Humanities  ","Georgios Theodoropoulos (IBM Research)","Digital Humanities offer a new exciting domain for agent-based 
distributed simulation. In historical studies interpretation rarely 
rises above the level of unproven assertion and is rarely tested 
against a range of evidence. Agent-based simulation can provide an 
opportunity to break these cycles of academic claim and counterclaim.
The MWGrid framework utilises distributed agen-tbased simulation to 
study medieval military logistics. As a use-case, it has focused on 
the logistical analysis of the Byzantine army<U+0092>s march to the battle 
of Manzikert (AD 1071), a key event in medieval history. It 
integrates an agent design template, a transparent, layered mechanism 
to translate model-level agents<U+0092> actions to timestamped events and 
the PDES-MAS distributed simulation kernel.
The paper presents an overview of the MWGrid system and a 
quantitative evaluation of its perfomance."
"4270",2012,"Poster","Poster Madness: Modeling Methods and Applications","Orianne Mazemondet (Humboldt University Berlin)","BLOOD CENTRE INVENTORY ANALYSIS USING DISCRETE SIMULATION  ","Felipe Baesler, Matias Nemeth and Alfonso Bastias (Universidad del Desarrollo) and Cristina Martinez (Servicio de Salud Concepcion)","This paper presents a simulation study of a regional blood centre in Chile. The objective was to compare different inventory policies in order to improve two main indicators, minimization of wastages and shortages. In order to analyze and propose these inventory policies, a discrete event simulation model was created using the simulation software Arena 12.0. The model replicates the activities that are performed along the chain including donation arrivals, testing, production, inventory management and dispatching. Twelve scenarios were analyzed, each one representing different inventory policies composed of a combination of optimum inventory level, and reorder point. The best results are obtained when 7 days of inventory is considered as optimum level with a reorder point of 6 days. The simulation of this scenario shows that it is possible to decrease unsatisfied demand and wastage of red cell units in a 2.5% and 3% respectively in comparison to the current situation."
"4271",2012,"Poster","Poster Madness: Modeling Methods and Applications","Orianne Mazemondet (Humboldt University Berlin)","Introduction of the Agent Based Fishery Management Model of Hawaii<U+0092>s Longline Fisheries  ","Run YU (UHM)","Fishery Management Model of Hawaii<U+0092>s Longline Fisheries (FMMHLF) is an agent-based simulation model designed for assessing the potential impacts of alternative fisheries regulatory policies on Hawaii<U+0092>s longline fisheries (HLF). The primary regulatory policies of interest in FMMHLF are those to protect sea turtles. Currently, turtles are protected by an annual quota (or <U+0093>cap<U+0094>) on turtle interactions: under this policy, if the number of turtle interactions in the current calendar year reaches the cap, then longline swordfish fishing is prohibited until the end of the year. FMMHLF intends to capture the key elements that influence fishing decisions of individual vessels that make up HLF and thus predict and assess the possible responses of HLF to regulatory policies."
"4272",2012,"Poster","Poster Madness: Simulation Methods and Applications","Claudia Szabo (University of Adelaide)","Efficient Simulation of View Synchrony  ","Frej Drejhammar (SICS AB) and Seif Haridi (SICS / KTH)","View synchrony is a communications paradigm for building reliable
distributed systems. Testing a protocol using view synchrony with a
simulated implementation of view synchrony allows the tested protocol
to be exposed to the full timing range allowed by the view synchrony
model. This both reduces the complexity of the test environment and
increases the confidence in the tested protocol. This paper outlines
an algorithm for efficiently simulating view synchrony, including
failure-atomic total-order multicast in a discrete-time event
simulator."
"4273",2012,"Poster","Poster Madness: Simulation Methods and Applications","Claudia Szabo (University of Adelaide)","Simulation with Data Scarity: Developing a Simulation Model of a Hospital Emergency Department  ","Yong-Hong Kuo (The Chinese University of Hong Kong)","Our research was motivated by the resource allocations problem in an emergency department. We adopted a simulation approach to analysis how the allocation decisions impact patients' experience in the department. The development of the model is complicated by the fact that there are different categories of patients (with different time-varying arrival rates, treatments and procedures), and the data records were incomplete to allow direct estimation of many of the key operational parameters (e.g. the duration of doctors' consultation). To tackle the first issue, patients' arrivals are modelled as Poisson processes with category and time-dependent arrival rates. The second issue is resolved by positing a general distribution (Weibull) for some key processes, and developing meta-heuristic approaches to jointly estimate the distribution parameters. Our computational results show that accurate estimates of the distribution parameters are found using our proposed search procedure, in that the simulated results and the actual data were consistent."
"4274",2012,"Poster","Poster Madness: Simulation Methods and Applications","Claudia Szabo (University of Adelaide)","Setting up Simulation Experiments with SESSL  ","Roland Ewald and Adelinde M. Uhrmacher (University of Rostock)","Setting up simulation experiments is hard, even more so as simulation systems usually offer only custom interfaces for this task (e.g., a graphical user interface or a programming interface). This steepens the learning curve for experimenters, who have to get accustomed with the idiosyncrasy of each simulation system they want to experiment with.
It also makes cross-validation experiments between simulation systems cumbersome, since the same experiment needs to be set up for each system from scratch. In the following, we give a brief overview of SESSL, a domain-specific language for simulation experiments. SESSL addresses these issues by providing a common interface to set up simulation experiments in a more declarative manner, i.e., specifying what to do, not how to do it. Therefore, SESSL can also be used for documenting and reproducing simulation experiments."
"4275",2012,"Poster","Poster Madness: Simulation Methods and Applications","Claudia Szabo (University of Adelaide)","A Framework to Schedule Surgeries in an Eye Hospital  ","Hanna Ewen (University of Hagen)","This research is motivated by a scheduling problem found in a German eye hospital. We propose heuristics to schedule the daily surgeries. Our objective is to reduce the waiting time of the patients and to increase the utilization of the operating rooms (ORs). A Non-Dominated Sorting Genetic Algorithm II (NSGA-II) scheme with a random key representation is proposed to tackle this problem. The NSGA-II approach is hybridized with a local search procedure. Because of the stochastic surgery durations, discrete-event simulation is used to assess the fitness of the chromosomes. The schedules are executed using a simulation model of the eye hospital. Different rescheduling strategies are researched."
"4276",2012,"Poster","Poster Madness: Simulation Methods and Applications","Claudia Szabo (University of Adelaide)","Enhancing SDLPS with Co-Simulation  ","Pau Fonseca i Casas (Universitat Politècnica de Catalunya)","The increasing complexity of the systems that can be analyzed using simulation techniques requires that the tools, not only become more powerful, but can better express the relationships between the various components comprising the model. This presents two problems. The first related to how to express the relationships between the different elements of the model. An a second related to how can we use and reuse existing simulation models that answer many times, comprehensively but partially, specific aspects of certain systems In this paper we present a methodology based on Specification and Description Language, a formal and graphical language, that allows using in a single simulation model different simulators (co-simulation). This simplifies the interaction and the participation in a project of multidisciplinary teams. In addition, we cite a tool that implements this methodology."
"4277",2012,"Poster","Poster Madness: Simulation Methods and Applications","Claudia Szabo (University of Adelaide)","Integrating Object Oriented Petri Nets Into the Active Graph Database of a Real Time Simulation System  ","Ralf Waspe, Juergen Rossmann and Michael Schluse (RWTH Aachen University)","Most modern 3D simulation systems are at their core quasi continuous. On the other hand many algorithms (like state machines), interfaces to physical systems (like automation systems) or the user interaction (like the push of a button) are based on discrete events. We therefore combine Supervisory Control with quasi continuous simulation methods. This can effectively be achieved by object-oriented Petri-Nets and state oriented modeling. In this paper we show how we integrated this methodology into an object-oriented, self-reflecting graph database of a real time simulation system, to combine the benefits of both simulation paradigms in a new hybrid simulation approach. This allows the use of simulation technology in a wide range of applications from ""classical"" simulation applications (driving simulators, virtual production, etc.) to new application areas like user interface design, control-by-simulation or Virtual Testbeds providing simulation-based development frameworks for complex systems, a key technology in the emerging field of eRobotics."
"4278",2012,"Poster","Poster Madness: Simulation Methods and Applications","Claudia Szabo (University of Adelaide)","An Adaptive Simulator for ML-Rules  ","Tobias Helms, Stefan Rybacki, Roland Ewald and Adelinde M. Uhrmacher (University of Rostock)","Even the most carefully configured simulation algorithm may perform badly unless its configuration is adapted to the dynamics of the model. To overcome this problem, we apply methods from reinforcement learning to continuously re-configure an ML-Rules simulator at runtime. ML-Rules is a rule-based modeling language primarily targeted at multi-level microbiological systems. Our results show that, for models with sufficiently diverse dynamics, an adaptation of the simulator configuration may even outperform the best-performing non-adaptive configuration (which is typically unknown anyhow)."
"4279",2012,"Poster","Poster Madness: Simulation Methods and Applications","Claudia Szabo (University of Adelaide)","A Characterization Approach to Selecting Verification and Validation Techniques for Simulation Projects  ","Zhongshi Wang (ITIS GmbH)","Conducting verification and validation (V&V) of modeling and simulation (M&S) requires systematic and structured application of different V&V techniques throughout the M&S life cycle. Whether an existing technique is appropriate to a particular V&V activity depends not only on the characteristics of the technique but also on the situation where it will be applied. This work proposes a characterization approach to identifying and specifying the information relevant for selecting V&V techniques by means of an M&S-specific characterization schema. Based on the proposed schema, an application catalog that works as an information repository for V&V techniques selection is established. This characterization is applicable to any simulation study with well defined and structured model development and V&V processes."
"4280",2012,"Poster","Poster Madness: Simulation Methods and Applications","Claudia Szabo (University of Adelaide)","Configuring Simulation Algorithms with ParamILS  ","Robert Engelke and Roland Ewald (University of Rostock)","Simulation algorithms often expose various numerical parameters, e.g., to control the size of auxiliary data structures or to configure certain heuristics. While this allows to fine-tune a simulator to a given model, it also makes simulator configuration more complex. For example, determining suitable default parameters from a multi-dimensional parameter space is challenging, as these parameters shall work well on a broad range of models. Instead of manually selecting parameter values, the configuration space of a simulation algorithm can also be searched automatically. We investigate how well ParamILS (Hutter et al. 2009), an iterated local search algorithm for algorithm configuration, can be applied to simulation algorithms, and discuss its implementation in context of the open-source modeling and simulation framework JAMES II."
"4281",2012,"Poster","Poster Madness: Simulation Methods and Applications","Claudia Szabo (University of Adelaide)","Application of Simulation-based Decision Support Systems to Optimization of Construction Corporation Processes  ","Konstantin Aksyonov, Eugene Bykov, Wang Kai and Olga Aksyonova (Ural Federal University)","The poster focuses on development and application of a decision support system BPsim.DSS, which greatly simplifies analysts work and allows them make their job more efficiently and allows prediction of consequences of taken decisions. The poster gives an example of the system deployment in production environment, a construction company and presents achieved results."
"4282",2012,"Poster","Poster Madness: Simulation Methods and Applications","Claudia Szabo (University of Adelaide)","GUISE - a tool for GUIding Simulation Experiments  ","Stefan Leye (University of Rostock)","With the rising number and diversity of simulation experiment methods, the need for a tool supporting an easy exploitation of those methods emerges.
We introduce GUISE, an experiment tool to support users in conducting experiments. 
We structure simulation experiments according to six tasks: specification, configuration of model parameters, simulation, data collection, analysis, and evaluation. 
This structure provides the required flexibility to seamlessly integrate various methods into the tool and combine them to pursue different goals (e.g., validation, optimization, etc.).
To support experimenters in selecting and composing suitable methods, GUISE exploits machine learning techniques, which we illustrate at the example of steady-state estimation."
"4283",2012,"Poster","Poster Madness: Simulation Methods and Applications","Claudia Szabo (University of Adelaide)","A FRAMEWORK FOR AGENT-ORIENTED PARALLEL SIMULATION OF DISCRETE EVENT SYSTEMS  ","Tao Zhang and Oliver Rose (University of the Federal Armed Forces Munich)","Event-oriented serial simulation is a major method for discrete event systems while real-time parallel simulation is used mainly in agent-based models. Combining the advantages of these two methods, an agent-oriented parallel simulation approach using process interaction worldview is proposed on the basis of an agent-based model. Activations and delays are conveyed in the form of messages between simulator and agents. The simulation clock advances in a sequence of activation points. All concurrent activations are sent to agents at a time and associated agents respond in parallel. A brief framework is developed by means of multi-threading and synchronization technology and applied to analyze a queuing system where the results show the validity of the proposed method."
"4284",2012,"Poster","Poster Madness: Simulation Methods and Applications","Claudia Szabo (University of Adelaide)","The Effects of Speedup and Network Delays on Distributed Simulations  ","Alessandra Pieroni and Giuseppe Iazeolla (University of Rome TorVergata)","A simulation model can be seen as consisting of a set of sub-models or Federates.  In local simulation (LS), a single Federate exists that simulates the entire system and is run by a single host.  In distributed simulation (DS), various Federates that simulate distinct parts of the system are run by separated hosts connected via a LAN, MAN or WAN or a composition thereof. 
Predicting at design-time the convenience of implementing the DS version of the LS can be of interest.  Indeed, the development of a DS system is a complex and expensive task, since of the cost of achieving the necessary know-how of the distributed simulation standard, the cost of the extra-lines of code to de-velop for each Federate, the number of design alternatives to face (in terms of simulator partitioning, host capabilities, etc.).
This paper introduces a performance model to support the evaluation of DS convenience before implementation."
"4285",2012,"Poster","Poster Madness: Simulation Methods and Applications","Claudia Szabo (University of Adelaide)","User Interfaces for the Simulation Automation Framework for Experiments  ","Christopher S. Main and L. Felipe Perrone (Bucknell University)","This poster describes the development of user interfaces for the Simulation Automation Framework for Experiments (SAFE). The overarching goal of this project is to provide assistance to users of the popular ns-3 network simulator, so that they can rely on the framework for tedious and/or error-prone activities in the configuration, execution, and output data analysis of an experiment. In a certain sense, SAFE is a ""computer aided-simulation"" tool with differentiated user interfaces for novices and experienced users. We illustrate how these interfaces work via their application in the workflow of a typical simulation experiment defined according to the multiple replications in parallel paradigm. Most importantly, the poster focuses on recent developments in the construction of a web-based user interface and a module for the graphic visualization of simulation results."
"4286",2012,"Poster","Poster Madness: Simulation Methods and Applications","Claudia Szabo (University of Adelaide)","Using Simulation in Hospital Layout Planning  ","Ines V. Arnolds (Karlsruhe Institute of Technology)","The quality and performance of a hospital layout during daily operations highly depends on patient and personnel flows. The travelling routes are influenced by the stochasticity of clinical pathways due to the patients<U+0092> recovery processes. To account for this stochasticity when planning a hospital layout, we developed a robust optimization via simulation approach, which is a combination of mathematical optimization, discrete event simulation (DES), and improvement heuristics. The objective of our approach is to generate a robust hospital layout through a sensitivity analysis of different layout plans in various scenarios with stochastic patient flows. Scenarios are defined by changing both input data (extrinsic configuration) and factors, which are evaluated during the simulation run (stochastic influences). For the sensitivity analysis, we construct confidence intervals on the performance measures, i.e., total travelling times for patients and personnel as well as patients<U+0092> waiting times."
"4287",2012,"Poster","Poster Madness: Simulation Methods and Applications","Claudia Szabo (University of Adelaide)","Streaming data management for the online processing of simulation data  ","Johannes Schützel, Jan Himmelspach and Adelinde M. Uhrmacher (University of Rostock)","The fast processing (storing; computing control variates) of simulation data is essential for efficient simulation. The impact of poor data processing might annihilate all the efforts invested into designing high-performance algorithms for computing the trajectories. Streaming data management can be used as an alternative to the more classical approaches (in-memory and write-and-read-back mechanisms). In first experiments our implementation of streaming data management shows similar run time performance than in-memory solutions, although the streaming additionally integrates online calculations, e.g., to determine variance and average."
"4288",2012,"Poster","Poster Madness: Simulation Methods and Applications","Claudia Szabo (University of Adelaide)","Database-Driven Distributed 3D Simulation  ","Martin Hoppen (Institute for Man-Machine Interaction, RWTH Aachen University)","Distributed 3D simulations are used in various fields of application like geo information systems (GIS), space robotics or industrial automation. We present a new database-driven approach that combines 3D real-time simulation techniques with object-oriented data management. It consists of simulation clients that replicate from a central database object data as well as the data schema itself. The central database stores static and dynamic parts of a simulation model, distributes changes caused by the simulation, and logs the simulation run. Compared to standard decentralized methods this approach has several advantages like persistence for state and course of time, object identification, standardized interfaces for simulation, modeling and evaluation, as well as a consistent data schema and world model for the overall system, which at the same time serves as a means for communication."
"4289",2012,"Poster","Poster Madness: Simulation Methods and Applications","Claudia Szabo (University of Adelaide)","mosaik - Scalable Smart Grid Scenario Specification  ","Steffen Schütte (OFFIS - Institute for Information Technology)","The development of control strategies for the Smart Grid, the future electricity grid, relies heavily on modeling and simulation (M\&S) for being able to evaluate and optimize these strategies in a cost efficient, secure and timely way. To generate sound simulation results one has to use validated and established simulation models. If the available models are not implemented using the same technology, the composition of simulation models is an interesting approach. Therefore, we developed a composition framework called mosaik, which allows to specify, compose and simulate Smart Grid scenarios based on the reuse of existing, technologically heterogeneous simulation models. In this paper we focus on the presentation of a scalable (in terms of simulated objects) scenario definition concept that is based on a formal simulator description presented in earlier publications."
"4290",2012,"Poster","Poster Madness: Simulation Methods and Applications","Claudia Szabo (University of Adelaide)","Intelligent System for Scheduling Transportation within Gas Stations Network  ","Konstantin Aksyonov, Eugene Bykov, Artyom Skvortsov, Olga Aksyonova and Elena Smoliy (Ural Federal University)","The poster describes deployment experience of a decision support system for planning fuel supplies within a network of gas stations, which is based on simulation, multi-agent and expert modeling. Authors focus on various methods used in decision support system BPsim.DSS. Mainly the system is used by logistical management and planning departments. The system implement such features as forecasting next day fuel sales, searching for effective fuel supply plan, planning trips for each fuel tanker. Simulation model estimates fuel sales. Planning is implemented in BPsim.MSN on the basis of logical output visual machine, based on UML diagrams and T-SQL language scripts. Testing results prove effectiveness of decisions: sales volume can be increased by optimizing usage of fuel tankers."
"4291",2012,"Poster","Poster Madness: Simulation Methods and Applications","Claudia Szabo (University of Adelaide)","DEVELOPING AN AGENT-ORIENTED PARALLEL SIMULATOR FOR PRODUCTION PROCESSES  ","Tao Zhang and Oliver Rose (University of the Federal Armed Forces Munich)","Within the framework of agent-oriented parallel simulation, an agent-based model of production processes including release agents, tool group agents and job agents is built. The model, the data collector, and the simulation controller make up the simulator for production processes. The simulation controller is responsible to manage activation points and advance the simulation time. The communications among the agents and the simulation controller are designed in detail. A large variety of dispatch rules and release policies are preset in the model. Data of the production processes are stored in XML files. Applying the simulator to a wafer FAB model, the simulation results already match to the results from commercial simulators like Factory Explorer."
"4292",2012,"Poster","Poster Madness: Simulation Methods and Applications","Claudia Szabo (University of Adelaide)","Towards a Generalized Subpopulation Support for Stochastic Population Projections  ","Christina Bohk, Roland Ewald and Roland Rau (University of Rostock)","Demographic heterogeneity, i.e. differing mortality and fertility among subpopulations, is an important issue in stochastic demographic forecasting.
Common approaches typically use the variables age and sex to construct subpopulations, but this might be insufficient and induce projection error.
Many studies show significant differences in mortality and fertility among people with and without migration background, but also among people with different level of education or country of origin. So far, our model projects the autochthonous population, immigrants, emigrants, and their descendant generations with separate mortality and fertility. Hence, the subpopulations are build with the variables age, sex, and migration status. In this paper, we extend the model so that a forecaster can project an unlimited number of subpopulations.
Next to age, sex, and migration background, a forecaster can use other characteristics like reason of migration or employment to construct subpopulations, and thus to increase projection accuracy."
"4293",2012,"Poster","Poster Madness: Simulation Methods and Applications","Claudia Szabo (University of Adelaide)","Implementation of a simulation model of pre-hospital medical disaster response using realistic victims  ","Christophe Ullrich and Filip Van Utterbeeck (Royal Military Academy)","Medical disaster management research tries to identify methodologies and rules of best practice and evaluates performance and outcome indicators for medical disaster management. However, the conduct of experimental studies is either impossible or ethically inappropriate.We generate realistic victim profiles for medical disaster simulations based on medical expertise. We apply these profiles in a medical disaster model where victim entities evolve in parallel through a medical response model and a victim pathway model. The medical response model focuses on the pre-hospital phase which includes triage procedures, evacuation processes and medical processes. Medical decisions such as whether to evacuate or to treat the current victim are based on the RPM (respiratory rate, pulse rate, motor response) parameters of the victim. We show how such a model can be implemented in ARENA. Special care is given to a flexible implementation in order to be able to handle a wide variety of scenarios."
"4294",2012,"Poster","Poster Madness: Simulation Methods and Applications","Claudia Szabo (University of Adelaide)","A Comparative Analysis of Decentralized Power Grid Stabilization Strategies  ","Arnd Hartmanns (Saarland University - Computer Science)","We present our paper on ""A Comparative Analysis of Decentralized Power Grid Stabilization Strategies"", which reports on formal behavioral models of power grids with a substantial share of photovoltaic microgeneration. Simulation studies show that the legislatory framework in place in Germany up to 2011 can induce frequency oscillations. This phenomenon is indeed recognized by the German Federal Network Agency responsible for overseeing the national power grids, and new regulations are being identified to counter this phenomenon. In the paper, we study the currently valid proposal, and compare it with a set of alternative approaches that take up and combine ideas from communication protocol design, such as additive-increase/multiplicative-decrease known from TCP, and exponential backoff used in CSMA variations. We classify these alternatives with respect to their availability and goodput. The models are specified in the modelling language Modest, and simulated with the help of the modes simulator."
"4295",2012,"Poster","Poster Madness: Simulation Methods and Applications","Claudia Szabo (University of Adelaide)","Estimating Parameters of The Triangular Distribution Using Non-Standard Information  ","Seratun Jannat and Allen Greenwood (Mississippi State University)","The triangular distribution is commonly used in simulation projects to represent probabilistic processes in absence of detailed data. The distribution can take on a variety of shapes and requires three easy to estimate basic parameters <U+0096> minimum, maximum, and most likely. This paper considers two situations where different information is available than the three basic parameters. The paper provides means to use different information to estimate the remaining distribution parameters. The first situation commonly occurs in practice. For example, detail data may not be available, but the mean is known; thus, only two basic parameters need to be specified. The second situation occurs in research where controlled comparisons need to be made. For example, in order to understand the effect of variability on a system, means and general shape need to be held constant; thus, by fixing these two characteristics, only one of the basic parameters needs to be specified."
"4296",2012,"Poster","Regular Poster Presentation","Claudia Szabo (University of Adelaide)","NA","NA","NA"
"4297",2012,"Project Management","Conceptual Modeling 1","DJ Van der Zee (University of Groningen)","Using a Soft Systems Methodology framework to guide the entire Conceptual Modelling Process in Discrete Event Simulation  ","José Arnaldo B. Montevechi (Federal University of Itajubá (UNIFEI)) and J. Daniel Friend (Federal University of Itajubá (UNIFEI)","Conceptual modeling (CM) for simulation has traditionally been described as a highly qualitative process which is difficult to define. Previous articles have investigated the use of Soft Systems Methodology (SSM), a problem structuring method, in healthcare simulation studies in order to define general system understanding, study objectives, and model content. However, no article has proposed the use of SSM in order to guide all CM phases. This article presents a theoretical discussion involving SSM in simulation and discussion on the methodology<U+0092>s knowledge acquisition capabilities and contributes to simulation literature by proposing a step-by-step SSM-CM approach, based on a combination of previously established SSM-CM techniques from scientific literature, in order to guide all conceptual modeling phases. A SSM view to simulation project management is provided, which may help simulation practitioners to structure project activities while also identifying good CM practices."
"4298",2012,"Project Management","Conceptual Modeling 1","DJ Van der Zee (University of Groningen)","Facilitated Conceptual Modelling: Practical Issues and Reflections  ","Antuela A. Tako (Loughborough University) and Kathy Kotiadis (University of Warwick)","This paper discusses some practical issues relevant to facilitated conceptual modelling (CM). We consider facilitated CM as a process of undertaking CM primarily in facilitated workshops attended  by a group of stakeholders. Facilitated workshops are a common practice in some fields of operational research (OR),  System Dynamics (SD) and Problem Structuring Methods (PSM). The associated benefits of involving the stakeholders in the modelling process are reported in the literature such as enabling the mutual exploration of the problem situation and creating a strong ownership of the formulated problem. Further benefits related to CM are knowledge acquisition from domain experts, conflict resolution, fostering credibility and creativity. Reflecting on our experience, we consider the practical issues related to undertaking facilitated CM such as the group size and composition, team roles and the facilitator and the organization of workshops. The ideas put forward could be useful to modellers interested in undertaking facilitated CM."
"4299",2012,"Project Management","Conceptual Modeling  2","Stewart Robinson (Loughborough University)","AN INTEGRATED CONCEPTUAL MODELING FRAMEWORK FOR SIMULATION <U+0096> LINKING SIMULATION MODELING TO THE SYSTEMS ENGINEERING PROCESS  ","Durk-Jouke van der Zee (University of Groningen)","Use of simulation tools for industrial projects implies a need for aligning the engineering process and simulation modeling activities. Alignment of activities builds on the definition of a conceptual model, detailing modeling objectives, model contents, inputs and outputs, thereby relying on a project problem definition and candidate solutions. Modeling frameworks assist the analyst in defining conceptual models by identifying relevant activities to undertake, as well as suggesting good practices, and supportive methods. Surprisingly, current frameworks do not acknowledge the need for explicitly linking the set-up of a conceptual model to the engineering process. Hence, both project efficiency and effectiveness may be hurt. To address this gap, we propose an integrated conceptual modeling framework, which is tailored towards simulation use for logistic analysis purposes. Relevance of the integrated framework for project success is illustrated by a case example."
"4300",2012,"Project Management","Conceptual Modeling  2","Stewart Robinson (Loughborough University)","LESSONS LEARNED FROM A CONCEPTUAL MODELING EXERCISE  ","Margaret L. Loper (Georgia Tech Research Institute) and Louis G. Birta and Gilbert Arbez (University of Ottawa)","There is a considerable need to educate students in the process of developing conceptual models within the discrete event dynamic systems domain of the modeling and simulation discipline. In 2010, one of the co-authors (LGB) initiated a <U+0093>Conceptual Modeling Corner<U+0094> as a segment of the M&S Magazine published by the Society of Modeling and Simulation International (SCS).  Its purpose was to help foster dialog and discussion about the challenges of conceptual modelling.  By way of focusing this discussion, a specific problem called the Happyfaces Daycare Center (HDC) problem was outlined.  The Modelling and Simulation course within the Professional Masters in Applied Systems Engineering (PMASE) program at Georgia Tech recently used the problem as an assignment and 46 students developed conceptual models for the HDC problem. In this paper we outline criteria developed to evaluate these conceptual models and, as well, a number of <U+0093>lessons learned<U+0094> from this exercise."
"4301",2012,"Project Management","Case Studies in Project Management","Ernie Page (MITRE Corporation)","Towards the Smart Construction Site: Improving Productivity and Safety of Construction Projects Using Multi-Agent Systems, Real-Time Simulation and Automated Machine Control  ","Amin Hammad, Faridaddin Vahdatikhaki, Cheng Zhang, Mohammed Mawlana and Ahmad Doriani (Concordia University)","With the increasing complexity of construction projects grows the challenge of securing safety and achieving desirable productivity as the chief priorities of the construction industry.  Addressing these issues requires robust mechanisms for on-site real-time data capturing, information processing and decision-making. The current research aims to further investigate the concept of the Smart Construction Site where workers, equipment, and materials are continuously tracked, and the collected information is processed in near real time to update the design model and the simulation of upcoming tasks, and to provide navigation guidance and safety warnings in case of potential collisions. The objective of our research is to improve the productivity and safety of heavy construction projects by integrating 3D design models (e.g. highway models) with the managerial and operational processes of heavy construction using advanced agent technology and multi-agent systems, real-time simulation, and automated machine control."
